"ensembl_gene_id","external_gene_name","cjacchus_homolog_ensembl_gene","cjacchus_homolog_associated_gene_name","cjacchus_homolog_orthology_type","mmusculus_homolog_ensembl_gene","mmusculus_homolog_associated_gene_name","mmusculus_homolog_orthology_type","mmulatta_homolog_ensembl_gene","mmulatta_homolog_associated_gene_name","mmulatta_homolog_orthology_type"
"ENSG00000123124","WWP1","ENSCJAG00000000292","WWP1","ortholog_one2one","ENSMUSG00000041058","Wwp1","ortholog_one2one","ENSMMUG00000058330","WWP1","ortholog_one2one"
"ENSG00000123178","SPRYD7","ENSCJAG00000007818","SPRYD7","ortholog_one2one","ENSMUSG00000021930","Spryd7","ortholog_one2one","ENSMMUG00000009579","SPRYD7","ortholog_one2one"
"ENSG00000123179","EBPL","ENSCJAG00000008764","EBPL","ortholog_one2one","ENSMUSG00000021928","Ebpl","ortholog_one2one","ENSMMUG00000020571","EBPL","ortholog_one2one"
"ENSG00000123191","ATP7B","ENSCJAG00000008347","ATP7B","ortholog_one2one","ENSMUSG00000006567","Atp7b","ortholog_one2one","ENSMMUG00000016520","ATP7B","ortholog_one2one"
"ENSG00000123200","ZC3H13","ENSCJAG00000016756","ZC3H13","ortholog_one2one","ENSMUSG00000022000","Zc3h13","ortholog_one2one","ENSMMUG00000017025","ZC3H13","ortholog_one2one"
"ENSG00000123240","OPTN","ENSCJAG00000009575","OPTN","ortholog_one2one","ENSMUSG00000026672","Optn","ortholog_one2one","ENSMMUG00000005601","OPTN","ortholog_one2one"
"ENSG00000123268","ATF1","ENSCJAG00000043330","ATF1","ortholog_one2one","ENSMUSG00000023027","Atf1","ortholog_one2one","ENSMMUG00000054294","ATF1","ortholog_one2one"
"ENSG00000123329","ARHGAP9","ENSCJAG00000007264","ARHGAP9","ortholog_one2one","ENSMUSG00000040345","Arhgap9","ortholog_one2one","ENSMMUG00000022060","ARHGAP9","ortholog_one2one"
"ENSG00000123352","SPATS2","ENSCJAG00000020920","SPATS2","ortholog_one2one","ENSMUSG00000051934","Spats2","ortholog_one2one","ENSMMUG00000003762","SPATS2","ortholog_one2one"
"ENSG00000123353","ORMDL2","ENSCJAG00000044739","ORMDL2","ortholog_one2one","ENSMUSG00000025353","Ormdl2","ortholog_one2one","ENSMMUG00000053458","ORMDL2","ortholog_one2one"
"ENSG00000123358","NR4A1","ENSCJAG00000017915","NR4A1","ortholog_one2one","ENSMUSG00000023034","Nr4a1","ortholog_one2one","ENSMMUG00000022922","NR4A1","ortholog_one2one"
"ENSG00000123360","PDE1B","ENSCJAG00000019038","PDE1B","ortholog_one2one","ENSMUSG00000022489","Pde1b","ortholog_one2one","ENSMMUG00000000111","PDE1B","ortholog_one2one"
"ENSG00000123384","LRP1","ENSCJAG00000010289","LRP1","ortholog_one2one","ENSMUSG00000040249","Lrp1","ortholog_one2one","ENSMMUG00000021782","LRP1","ortholog_one2one"
"ENSG00000123395","ATG101","ENSCJAG00000017929","ATG101","ortholog_one2one","ENSMUSG00000037204","Atg101","ortholog_one2one","ENSMMUG00000015392","ATG101","ortholog_one2one"
"ENSG00000123411","IKZF4","ENSCJAG00000006230","IKZF4","ortholog_one2one","ENSMUSG00000002578","Ikzf4","ortholog_one2one","ENSMMUG00000007523","IKZF4","ortholog_one2one"
"ENSG00000123444","KBTBD4","ENSCJAG00000020173","KBTBD4","ortholog_one2one","ENSMUSG00000005505","Kbtbd4","ortholog_one2one","ENSMMUG00000004289","KBTBD4","ortholog_one2one"
"ENSG00000123545","NDUFAF4","ENSCJAG00000001235","NDUFAF4","ortholog_one2one","ENSMUSG00000028261","Ndufaf4","ortholog_one2one","ENSMMUG00000018843","NDUFAF4","ortholog_one2one"
"ENSG00000123552","USP45","ENSCJAG00000001356","USP45","ortholog_one2one","ENSMUSG00000040455","Usp45","ortholog_one2one","ENSMMUG00000005929","USP45","ortholog_one2one"
"ENSG00000123908","AGO2","ENSCJAG00000004132","AGO2","ortholog_one2one","ENSMUSG00000036698","Ago2","ortholog_one2one","ENSMMUG00000008045","AGO2","ortholog_one2one"
"ENSG00000124496","TRERF1","ENSCJAG00000004347","TRERF1","ortholog_one2one","ENSMUSG00000064043","Trerf1","ortholog_one2one","ENSMMUG00000005575","TRERF1","ortholog_one2one"
"ENSG00000124507","PACSIN1","ENSCJAG00000015266","PACSIN1","ortholog_one2one","ENSMUSG00000040276","Pacsin1","ortholog_one2one","ENSMMUG00000007811","PACSIN1","ortholog_one2one"
"ENSG00000124541","RRP36","ENSCJAG00000004943","RRP36","ortholog_one2one","ENSMUSG00000023971","Rrp36","ortholog_one2one","ENSMMUG00000057976","RRP36","ortholog_one2one"
"ENSG00000124571","XPO5","ENSCJAG00000005612","XPO5","ortholog_one2one","ENSMUSG00000067150","Xpo5","ortholog_one2one","ENSMMUG00000015193","XPO5","ortholog_one2one"
"ENSG00000124574","ABCC10","ENSCJAG00000005446","ABCC10","ortholog_one2one","ENSMUSG00000032842","Abcc10","ortholog_one2one","ENSMMUG00000015569","ABCC10","ortholog_one2one"
"ENSG00000124587","PEX6","ENSCJAG00000004684","PEX6","ortholog_one2one","ENSMUSG00000002763","Pex6","ortholog_one2one","ENSMMUG00000001394","PEX6","ortholog_one2one"
"ENSG00000124596","OARD1","ENSCJAG00000004066","OARD1","ortholog_one2one","ENSMUSG00000040771","Oard1","ortholog_one2one","ENSMMUG00000021172","OARD1","ortholog_one2one"
"ENSG00000124608","AARS2","ENSCJAG00000048207","AARS2","ortholog_one2one","ENSMUSG00000023938","Aars2","ortholog_one2one","ENSMMUG00000014387","AARS2","ortholog_one2one"
"ENSG00000124688","MAD2L1BP","ENSCJAG00000005854","MAD2L1BP","ortholog_one2one","ENSMUSG00000034509","Mad2l1bp","ortholog_one2one","ENSMMUG00000059717","MAD2L1BP","ortholog_one2one"
"ENSG00000124702","KLHDC3","ENSCJAG00000004911","KLHDC3","ortholog_one2one","ENSMUSG00000063576","Klhdc3","ortholog_one2one","ENSMMUG00000000766","KLHDC3","ortholog_one2one"
"ENSG00000124733","MEA1","ENSCJAG00000004894","MEA1","ortholog_one2one","ENSMUSG00000002768","Mea1","ortholog_one2one","ENSMMUG00000004871","MEA1","ortholog_one2one"
"ENSG00000124767","GLO1","ENSCJAG00000041239","GLO1","ortholog_one2one","ENSMUSG00000024026","Glo1","ortholog_one2one","ENSMMUG00000062055","GLO1","ortholog_one2one"
"ENSG00000124772","CPNE5","ENSCJAG00000016086","CPNE5","ortholog_one2one","ENSMUSG00000024008","Cpne5","ortholog_one2one","ENSMMUG00000005854","CPNE5","ortholog_one2one"
"ENSG00000124813","RUNX2","ENSCJAG00000012153","RUNX2","ortholog_one2one","ENSMUSG00000039153","Runx2","ortholog_one2one","ENSMMUG00000019819","RUNX2","ortholog_one2one"
"ENSG00000125246","CLYBL","ENSCJAG00000020979","CLYBL","ortholog_one2one","ENSMUSG00000025545","Clybl","ortholog_one2one","ENSMMUG00000003558","CLYBL","ortholog_one2one"
"ENSG00000125247","TMTC4","ENSCJAG00000021012","TMTC4","ortholog_one2one","ENSMUSG00000041594","Tmtc4","ortholog_one2one","ENSMMUG00000000481","TMTC4","ortholog_one2one"
"ENSG00000125257","ABCC4","ENSCJAG00000003300","ABCC4","ortholog_one2one","ENSMUSG00000032849","Abcc4","ortholog_one2one","ENSMMUG00000021807","ABCC4","ortholog_one2one"
"ENSG00000125266","EFNB2","ENSCJAG00000014704","EFNB2","ortholog_one2one","ENSMUSG00000001300","Efnb2","ortholog_one2one","ENSMMUG00000009892","EFNB2","ortholog_one2one"
"ENSG00000125304","TM9SF2","ENSCJAG00000020955","TM9SF2","ortholog_one2one","ENSMUSG00000025544","Tm9sf2","ortholog_one2one","ENSMMUG00000019556","TM9SF2","ortholog_one2one"
"ENSG00000125482","TTF1","ENSCJAG00000018230","TTF1","ortholog_one2one","ENSMUSG00000026803","Ttf1","ortholog_one2one","ENSMMUG00000006833","TTF1","ortholog_one2one"
"ENSG00000125484","GTF3C4","ENSCJAG00000018166","GTF3C4","ortholog_one2one","ENSMUSG00000035666","Gtf3c4","ortholog_one2one","ENSMMUG00000009915","GTF3C4","ortholog_one2one"
"ENSG00000125485","DDX31","ENSCJAG00000018173","DDX31","ortholog_one2one","ENSMUSG00000026806","Ddx31","ortholog_one2one","ENSMMUG00000004590","DDX31","ortholog_one2one"
"ENSG00000126391","FRMD8","ENSCJAG00000002274","FRMD8","ortholog_one2one","ENSMUSG00000024816","Frmd8","ortholog_one2one","ENSMMUG00000023300","FRMD8","ortholog_one2one"
"ENSG00000126500","FLRT1","ENSCJAG00000055401","FLRT1","ortholog_one2one","ENSMUSG00000047787","Flrt1","ortholog_one2one","ENSMMUG00000000482","FLRT1","ortholog_one2one"
"ENSG00000126522","ASL","ENSCJAG00000045060","ASL","ortholog_one2one","ENSMUSG00000025533","Asl","ortholog_one2one","ENSMMUG00000011871","ASL","ortholog_one2one"
"ENSG00000126746","ZNF384","ENSCJAG00000007944","ZNF384","ortholog_one2one","ENSMUSG00000038346","Zfp384","ortholog_one2one","ENSMMUG00000016990","ZNF384","ortholog_one2one"
"ENSG00000126749","EMG1","ENSCJAG00000007120","EMG1","ortholog_one2one","ENSMUSG00000004268","Emg1","ortholog_one2one","ENSMMUG00000010207","EMG1","ortholog_one2one"
"ENSG00000126870","DYNC2I1","ENSCJAG00000014109","DYNC2I1","ortholog_one2one","ENSMUSG00000042050","Dync2i1","ortholog_one2one","ENSMMUG00000006973","DYNC2I1","ortholog_one2one"
"ENSG00000126883","NUP214","ENSCJAG00000008476","NUP214","ortholog_one2one","ENSMUSG00000001855","Nup214","ortholog_one2one","ENSMMUG00000021724","NUP214","ortholog_one2one"
"ENSG00000127311","HELB","ENSCJAG00000014511","HELB","ortholog_one2one","ENSMUSG00000020228","Helb","ortholog_one2one","ENSMMUG00000016628","HELB","ortholog_one2one"
"ENSG00000127328","RAB3IP","ENSCJAG00000001641","RAB3IP","ortholog_one2one","ENSMUSG00000064181","Rab3ip","ortholog_one2one","ENSMMUG00000051498","RAB3IP","ortholog_one2one"
"ENSG00000127329","PTPRB","ENSCJAG00000001515","PTPRB","ortholog_one2one","ENSMUSG00000020154","Ptprb","ortholog_one2one","ENSMMUG00000011072","PTPRB","ortholog_one2one"
"ENSG00000127334","DYRK2","ENSCJAG00000007177","DYRK2","ortholog_one2one","ENSMUSG00000028630","Dyrk2","ortholog_one2one","ENSMMUG00000011650","DYRK2","ortholog_one2one"
"ENSG00000127337","YEATS4","ENSCJAG00000001779","LYZ","ortholog_one2one","ENSMUSG00000020171","Yeats4","ortholog_one2one","ENSMMUG00000046235","YEATS4","ortholog_one2one"
"ENSG00000127720","METTL25","ENSCJAG00000019400","METTL25","ortholog_one2one","ENSMUSG00000036009","Mettl25","ortholog_one2one","ENSMMUG00000002514","METTL25","ortholog_one2one"
"ENSG00000127863","TNFRSF19","ENSCJAG00000018750","TNFRSF19","ortholog_one2one","ENSMUSG00000060548","Tnfrsf19","ortholog_one2one","ENSMMUG00000004237","TNFRSF19","ortholog_one2one"
"ENSG00000127870","RNF6","ENSCJAG00000019285","RNF6","ortholog_one2one","ENSMUSG00000029634","Rnf6","ortholog_one2one","ENSMMUG00000013900","RNF6","ortholog_one2one"
"ENSG00000127884","ECHS1","ENSCJAG00000005233","ECHS1","ortholog_one2one","ENSMUSG00000025465","Echs1","ortholog_one2one","ENSMMUG00000046481","ECHS1","ortholog_one2one"
"ENSG00000127914","AKAP9","ENSCJAG00000014035","AKAP9","ortholog_one2one","ENSMUSG00000040407","Akap9","ortholog_one2one","ENSMMUG00000002364","AKAP9","ortholog_one2one"
"ENSG00000127946","HIP1","ENSCJAG00000016998","HIP1","ortholog_one2one","ENSMUSG00000039959","Hip1","ortholog_one2one","ENSMMUG00000005229","HIP1","ortholog_one2one"
"ENSG00000127947","PTPN12","ENSCJAG00000006056","PTPN12","ortholog_one2one","ENSMUSG00000028771","Ptpn12","ortholog_one2one","ENSMMUG00000009004","PTPN12","ortholog_one2one"
"ENSG00000127948","POR","ENSCJAG00000012804","POR","ortholog_one2one","ENSMUSG00000005514","Por","ortholog_one2one","ENSMMUG00000020086","POR","ortholog_one2one"
"ENSG00000127952","STYXL1","ENSCJAG00000001347","STYXL1","ortholog_one2one","ENSMUSG00000019178","Styxl1","ortholog_one2one","ENSMMUG00000020088","STYXL1","ortholog_one2one"
"ENSG00000127955","GNAI1","ENSCJAG00000003237","GNAI1","ortholog_one2one","ENSMUSG00000057614","Gnai1","ortholog_one2one","ENSMMUG00000023470","GNAI1","ortholog_one2one"
"ENSG00000127980","PEX1","ENSCJAG00000013927","PEX1","ortholog_one2one","ENSMUSG00000005907","Pex1","ortholog_one2one","ENSMMUG00000040007","PEX1","ortholog_one2one"
"ENSG00000127990","SGCE","ENSCJAG00000013426","SGCE","ortholog_one2one","ENSMUSG00000004631","Sgce","ortholog_one2one","ENSMMUG00000016394","SGCE","ortholog_one2one"
"ENSG00000127993","RBM48","ENSCJAG00000040481","RBM48","ortholog_one2one","ENSMUSG00000040302","Rbm48","ortholog_one2one","ENSMMUG00000015534","RBM48","ortholog_one2one"
"ENSG00000127995","CASD1","ENSCJAG00000013493","CASD1","ortholog_one2one","ENSMUSG00000015189","Casd1","ortholog_one2one","ENSMMUG00000016393","CASD1","ortholog_one2one"
"ENSG00000128512","DOCK4","ENSCJAG00000016740","DOCK4","ortholog_one2one","ENSMUSG00000035954","Dock4","ortholog_one2one","ENSMMUG00000002894","DOCK4","ortholog_one2one"
"ENSG00000128524","ATP6V1F","ENSCJAG00000046281","ATP6V1F","ortholog_one2one","ENSMUSG00000004285","Atp6v1f","ortholog_one2one","ENSMMUG00000039360","ATP6V1F","ortholog_one2one"
"ENSG00000128534","LSM8","ENSCJAG00000077574","LSM8","ortholog_one2one","ENSMUSG00000044155","Lsm8","ortholog_one2one","ENSMMUG00000060460","LSM8","ortholog_one2one"
"ENSG00000128536","CDHR3","ENSCJAG00000016156","CDHR3","ortholog_one2one","ENSMUSG00000035860","Cdhr3","ortholog_one2one","ENSMMUG00000008189","CDHR3","ortholog_one2one"
"ENSG00000128563","PRKRIP1","ENSCJAG00000042036","PRKRIP1","ortholog_one2one","ENSMUSG00000039737","Prkrip1","ortholog_one2one","ENSMMUG00000059562","PRKRIP1","ortholog_one2one"
"ENSG00000128564","VGF","ENSCJAG00000074993","VGF","ortholog_one2one","ENSMUSG00000037428","Vgf","ortholog_one2one","ENSMMUG00000010164","VGF","ortholog_one2one"
"ENSG00000128567","PODXL","ENSCJAG00000016372","","ortholog_one2one","ENSMUSG00000025608","Podxl","ortholog_one2one","ENSMMUG00000018260","PODXL","ortholog_one2one"
"ENSG00000128573","FOXP2","ENSCJAG00000017044","FOXP2","ortholog_one2one","ENSMUSG00000029563","Foxp2","ortholog_one2one","ENSMMUG00000008005","FOXP2","ortholog_one2one"
"ENSG00000128578","STRIP2","ENSCJAG00000010399","STRIP2","ortholog_one2one","ENSMUSG00000039629","Strip2","ortholog_one2one","ENSMMUG00000019359","STRIP2","ortholog_one2one"
"ENSG00000128581","IFT22","ENSCJAG00000047492","IFT22","ortholog_one2one","ENSMUSG00000007987","Ift22","ortholog_one2one","ENSMMUG00000006136","IFT22","ortholog_one2one"
"ENSG00000128585","MKLN1","ENSCJAG00000016384","MKLN1","ortholog_one2one","ENSMUSG00000025609","Mkln1","ortholog_one2one","ENSMMUG00000018259","MKLN1","ortholog_one2one"
"ENSG00000128590","DNAJB9","ENSCJAG00000064973","DNAJB9","ortholog_one2one","ENSMUSG00000014905","Dnajb9","ortholog_one2one","ENSMMUG00000063700","DNAJB9","ortholog_one2one"
"ENSG00000128594","LRRC4","ENSCJAG00000045218","LRRC4","ortholog_one2one","ENSMUSG00000049939","Lrrc4","ortholog_one2one","ENSMMUG00000015436","LRRC4","ortholog_one2one"
"ENSG00000128595","CALU","ENSCJAG00000017825","CALU","ortholog_one2one","ENSMUSG00000029767","Calu","ortholog_one2one","ENSMMUG00000009616","CALU","ortholog_one2one"
"ENSG00000128596","CCDC136","ENSCJAG00000017866","CCDC136","ortholog_one2one","ENSMUSG00000029769","Ccdc136","ortholog_one2one","ENSMMUG00000009625","CCDC136","ortholog_one2one"
"ENSG00000128607","KLHDC10","ENSCJAG00000044282","KLHDC10","ortholog_one2one","ENSMUSG00000029775","Klhdc10","ortholog_one2one","ENSMMUG00000009325","KLHDC10","ortholog_one2one"
"ENSG00000128805","ARHGAP22","ENSCJAG00000013537","ARHGAP22","ortholog_one2one","ENSMUSG00000063506","Arhgap22","ortholog_one2one","ENSMMUG00000004063","ARHGAP22","ortholog_one2one"
"ENSG00000129083","COPB1","ENSCJAG00000038149","COPB1","ortholog_one2one","ENSMUSG00000030754","Copb1","ortholog_one2one","ENSMMUG00000016444","COPB1","ortholog_one2one"
"ENSG00000129084","PSMA1","ENSCJAG00000009850","PSMA1","ortholog_one2one","ENSMUSG00000030751","Psma1","ortholog_one2one","ENSMMUG00000016446","PSMA1","ortholog_one2one"
"ENSG00000129159","KCNC1","ENSCJAG00000007290","KCNC1","ortholog_one2one","ENSMUSG00000058975","Kcnc1","ortholog_one2one","ENSMMUG00000006403","KCNC1","ortholog_one2one"
"ENSG00000129292","PHF20L1","ENSCJAG00000004502","PHF20L1","ortholog_one2one","ENSMUSG00000072501","Phf20l1","ortholog_one2one","ENSMMUG00000010190","PHF20L1","ortholog_one2one"
"ENSG00000129295","DNAAF11","ENSCJAG00000004490","DNAAF11","ortholog_one2one","ENSMUSG00000022375","Dnaaf11","ortholog_one2one","ENSMMUG00000015647","DNAAF11","ortholog_one2one"
"ENSG00000129315","CCNT1","ENSCJAG00000020739","CCNT1","ortholog_one2one","ENSMUSG00000011960","Ccnt1","ortholog_one2one","ENSMMUG00000007629","CCNT1","ortholog_one2one"
"ENSG00000129317","PUS7L","ENSCJAG00000013448","PUS7L","ortholog_one2one","ENSMUSG00000033356","Pus7l","ortholog_one2one","ENSMMUG00000000203","PUS7L","ortholog_one2one"
"ENSG00000129422","MTUS1","ENSCJAG00000011583","MTUS1","ortholog_one2one","ENSMUSG00000045636","Mtus1","ortholog_one2one","ENSMMUG00000001151","MTUS1","ortholog_one2one"
"ENSG00000129691","ASH2L","ENSCJAG00000002642","ASH2L","ortholog_one2one","ENSMUSG00000031575","Ash2l","ortholog_one2one","ENSMMUG00000013675","ASH2L","ortholog_one2one"
"ENSG00000129696","TTI2","ENSCJAG00000007580","TTI2","ortholog_one2one","ENSMUSG00000031577","Tti2","ortholog_one2one","ENSMMUG00000022511","FUT10","ortholog_one2one"
"ENSG00000129757","CDKN1C","ENSCJAG00000011703","CDKN1C","ortholog_one2one","ENSMUSG00000037664","Cdkn1c","ortholog_one2one","ENSMMUG00000037980","CDKN1C","ortholog_one2one"
"ENSG00000130024","PHF10","ENSCJAG00000003436","PHF10","ortholog_one2one","ENSMUSG00000023883","Phf10","ortholog_one2one","ENSMMUG00000015335","PHF10","ortholog_one2one"
"ENSG00000130193","THEM6","ENSCJAG00000086915","THEM6","ortholog_one2one","ENSMUSG00000056665","Them6","ortholog_one2one","ENSMMUG00000042112","THEM6","ortholog_one2one"
"ENSG00000130226","DPP6","ENSCJAG00000000167","DPP6","ortholog_one2one","ENSMUSG00000061576","Dpp6","ortholog_one2one","ENSMMUG00000006328","DPP6","ortholog_one2one"
"ENSG00000130227","XPO7","ENSCJAG00000020396","XPO7","ortholog_one2one","ENSMUSG00000022100","Xpo7","ortholog_one2one","ENSMMUG00000002032","XPO7","ortholog_one2one"
"ENSG00000130305","NSUN5","ENSCJAG00000016968","NSUN5","ortholog_one2one","ENSMUSG00000000916","Nsun5","ortholog_one2one","ENSMMUG00000022776","NSUN5","ortholog_one2one"
"ENSG00000130338","TULP4","ENSCJAG00000003653","TULP4","ortholog_one2one","ENSMUSG00000034377","Tulp4","ortholog_one2one","ENSMMUG00000019448","TULP4","ortholog_one2one"
"ENSG00000130340","SNX9","ENSCJAG00000003470","SNX9","ortholog_one2one","ENSMUSG00000002365","Snx9","ortholog_one2one","ENSMMUG00000007142","SNX9","ortholog_one2one"
"ENSG00000130347","RTN4IP1","ENSCJAG00000006218","RTN4IP1","ortholog_one2one","ENSMUSG00000019864","Rtn4ip1","ortholog_one2one","ENSMMUG00000008121","RTN4IP1","ortholog_one2one"
"ENSG00000130348","QRSL1","ENSCJAG00000006200","QRSL1","ortholog_one2one","ENSMUSG00000019863","Qrsl1","ortholog_one2one","ENSMMUG00000008330","QRSL1","ortholog_one2one"
"ENSG00000130396","AFDN","ENSCJAG00000014702","AFDN","ortholog_one2one","ENSMUSG00000068036","Afdn","ortholog_one2one","ENSMMUG00000021044","AFDN","ortholog_one2one"
"ENSG00000130413","STK33","ENSCJAG00000011801","STK33","ortholog_one2one","ENSMUSG00000031027","Stk33","ortholog_one2one","ENSMMUG00000018471","STK33","ortholog_one2one"
"ENSG00000130558","OLFM1","ENSCJAG00000038194","","ortholog_one2one","ENSMUSG00000026833","Olfm1","ortholog_one2one","ENSMMUG00000017506","OLFM1","ortholog_one2one"
"ENSG00000130559","CAMSAP1","ENSCJAG00000010583","CAMSAP1","ortholog_one2one","ENSMUSG00000026933","Camsap1","ortholog_one2one","ENSMMUG00000021497","CAMSAP1","ortholog_one2one"
"ENSG00000130560","UBAC1","ENSCJAG00000048208","UBAC1","ortholog_one2one","ENSMUSG00000036352","Ubac1","ortholog_one2one","ENSMMUG00000016827","UBAC1","ortholog_one2one"
"ENSG00000130640","TUBGCP2","ENSCJAG00000005082","TUBGCP2","ortholog_one2one","ENSMUSG00000025474","Tubgcp2","ortholog_one2one","ENSMMUG00000023034","TUBGCP2","ortholog_one2one"
"ENSG00000130643","CALY","ENSCJAG00000005192","CALY","ortholog_one2one","ENSMUSG00000025468","Caly","ortholog_one2one","ENSMMUG00000023038","CALY","ortholog_one2one"
"ENSG00000130653","PNPLA7","ENSCJAG00000013340","PNPLA7","ortholog_one2one","ENSMUSG00000036833","Pnpla7","ortholog_one2one","ENSMMUG00000019607","PNPLA7","ortholog_one2one"
"ENSG00000130713","EXOSC2","ENSCJAG00000020537","EXOSC2","ortholog_one2one","ENSMUSG00000039356","Exosc2","ortholog_one2one","ENSMMUG00000012498","EXOSC2","ortholog_one2one"
"ENSG00000130714","POMT1","ENSCJAG00000008387","POMT1","ortholog_one2one","ENSMUSG00000039254","Pomt1","ortholog_one2one","ENSMMUG00000009975","POMT1","ortholog_one2one"
"ENSG00000130717","UCK1","ENSCJAG00000008370","UCK1","ortholog_one2one","ENSMUSG00000002550","Uck1","ortholog_one2one","ENSMMUG00000009976","UCK1","ortholog_one2one"
"ENSG00000130779","CLIP1","ENSCJAG00000020372","CLIP1","ortholog_one2one","ENSMUSG00000049550","Clip1","ortholog_one2one","ENSMMUG00000021928","CLIP1","ortholog_one2one"
"ENSG00000130783","CCDC62","ENSCJAG00000016343","CCDC62","ortholog_one2one","ENSMUSG00000061882","Ccdc62","ortholog_one2one","ENSMMUG00000017102","CCDC62","ortholog_one2one"
"ENSG00000130787","HIP1R","ENSCJAG00000016370","HIP1R","ortholog_one2one","ENSMUSG00000000915","Hip1r","ortholog_one2one","ENSMMUG00000015221","HIP1R","ortholog_one2one"
"ENSG00000130956","HABP4","ENSCJAG00000012589","HABP4","ortholog_one2one","ENSMUSG00000021476","Habp4","ortholog_one2one","ENSMMUG00000011369","HABP4","ortholog_one2one"
"ENSG00000131013","PPIL4","ENSCJAG00000019613","PPIL4","ortholog_one2one","ENSMUSG00000015757","Ppil4","ortholog_one2one","ENSMMUG00000023067","PPIL4","ortholog_one2one"
"ENSG00000131016","AKAP12","ENSCJAG00000013402","AKAP12","ortholog_one2one","ENSMUSG00000038587","Akap12","ortholog_one2one","ENSMMUG00000023265","AKAP12","ortholog_one2one"
"ENSG00000131018","SYNE1","ENSCJAG00000012842","SYNE1","ortholog_one2one","ENSMUSG00000096054","Syne1","ortholog_one2one","ENSMMUG00000019048","SYNE1","ortholog_one2one"
"ENSG00000131023","LATS1","ENSCJAG00000009197","LATS1","ortholog_one2one","ENSMUSG00000040021","Lats1","ortholog_one2one","ENSMMUG00000009827","LATS1","ortholog_one2one"
"ENSG00000131558","EXOC4","ENSCJAG00000012082","EXOC4","ortholog_one2one","ENSMUSG00000029763","Exoc4","ortholog_one2one","ENSMMUG00000040076","EXOC4","ortholog_one2one"
"ENSG00000131626","PPFIA1","ENSCJAG00000000936","PPFIA1","ortholog_one2one","ENSMUSG00000037519","Ppfia1","ortholog_one2one","ENSMMUG00000013265","PPFIA1","ortholog_one2one"
"ENSG00000131669","NINJ1","ENSCJAG00000071616","NINJ1","ortholog_one2one","ENSMUSG00000037966","Ninj1","ortholog_one2one","ENSMMUG00000014398","NINJ1","ortholog_one2one"
"ENSG00000131773","KHDRBS3","ENSCJAG00000004331","","ortholog_one2one","ENSMUSG00000022332","Khdrbs3","ortholog_one2one","ENSMMUG00000022248","KHDRBS3","ortholog_one2one"
"ENSG00000131931","THAP1","ENSCJAG00000038318","THAP1","ortholog_one2one","ENSMUSG00000037214","Thap1","ortholog_one2one","ENSMMUG00000064084","THAP1","ortholog_one2one"
"ENSG00000132254","ARFIP2","ENSCJAG00000014059","ARFIP2","ortholog_one2one","ENSMUSG00000030881","Arfip2","ortholog_one2one","ENSMMUG00000007731","ARFIP2","ortholog_one2one"
"ENSG00000132275","RRP8","ENSCJAG00000014012","RRP8","ortholog_one2one","ENSMUSG00000030888","Rrp8","ortholog_one2one","ENSMMUG00000007738","RRP8","ortholog_one2one"
"ENSG00000132294","EFR3A","ENSCJAG00000004367","EFR3A","ortholog_one2one","ENSMUSG00000015002","Efr3a","ortholog_one2one","ENSMMUG00000012559","EFR3A","ortholog_one2one"
"ENSG00000132334","PTPRE","ENSCJAG00000014247","PTPRE","ortholog_one2one","ENSMUSG00000041836","Ptpre","ortholog_one2one","ENSMMUG00000005383","PTPRE","ortholog_one2one"
"ENSG00000132423","COQ3","ENSCJAG00000001326","COQ3","ortholog_one2one","ENSMUSG00000028247","Coq3","ortholog_one2one","ENSMMUG00000050740","COQ3","ortholog_one2one"
"ENSG00000132424","PNISR","ENSCJAG00000001335","PNISR","ortholog_one2one","ENSMUSG00000028248","Pnisr","ortholog_one2one","ENSMMUG00000005925","PNISR","ortholog_one2one"
"ENSG00000132429","POPDC3","ENSCJAG00000001700","POPDC3","ortholog_one2one","ENSMUSG00000019848","Popdc3","ortholog_one2one","ENSMMUG00000014473","POPDC3","ortholog_one2one"
"ENSG00000132432","SEC61G","ENSCJAG00000051708","SEC61G","ortholog_one2one","ENSMUSG00000078974","Sec61g","ortholog_one2one","ENSMMUG00000060184","SEC61G","ortholog_one2one"
"ENSG00000132434","LANCL2","ENSCJAG00000000972","LANCL2","ortholog_one2one","ENSMUSG00000062190","Lancl2","ortholog_one2one","ENSMMUG00000004591","LANCL2","ortholog_one2one"
"ENSG00000132436","FIGNL1","ENSCJAG00000079608","FIGNL1","ortholog_one2one","ENSMUSG00000035455","Fignl1","ortholog_one2one","ENSMMUG00000000505","FIGNL1","ortholog_one2one"
"ENSG00000132549","VPS13B","ENSCJAG00000015651","VPS13B","ortholog_one2one","ENSMUSG00000037646","Vps13b","ortholog_one2one","ENSMMUG00000022186","VPS13B","ortholog_one2one"
"ENSG00000132561","MATN2","ENSCJAG00000015501","MATN2","ortholog_one2one","ENSMUSG00000022324","Matn2","ortholog_one2one","ENSMMUG00000020072","MATN2","ortholog_one2one"
"ENSG00000132740","IGHMBP2","ENSCJAG00000015887","IGHMBP2","ortholog_one2one","ENSMUSG00000024831","Ighmbp2","ortholog_one2one","ENSMMUG00000010128","IGHMBP2","ortholog_one2one"
