celltype,tf,pval,pval_adj,mean_difference
cMono,TEAD1,1.9241315852173495e-09,2.182321765981339e-09,0.0001866284240027499
cMono,TEAD2,2.011913798036049e-133,9.608467241741668e-133,0.0009426983944902934
cMono,TEAD3,6.226745826374836e-131,2.751653238626224e-130,0.001255978047790035
cMono,TEAD4,1.64633004787746e-06,1.8057070041086457e-06,0.00024200971885010494
cMono,TEF,1.2129109945287119e-127,5.110676154398531e-127,0.015066583791270682
cMono,TERF2,2.94198736498302e-11,3.398282585365419e-11,0.0002723815327650807
cMono,TET1,1.7471692894397145e-91,3.789684914976163e-91,-0.000591562101632484
cMono,TFAP2A,1.4902993594443167e-06,1.636256513204327e-06,0.0005473670348311154
cMono,TFAP2B,0.44440693194137737,0.45247933319079053,0.00015058117934180822
cMono,TFAP2C,6.417724008279699e-98,1.5393865019860088e-97,0.0007757787939188139
cMono,TFAP2D,1.6928660196434527e-91,3.679392471265872e-91,-0.00041303750864474416
cMono,TFAP2E,1.713073776845185e-60,2.7068598996144243e-60,-0.00012968971567173119
cMono,TFAP4,8.474755115953319e-80,1.5974538404407582e-79,-0.0005988044673546286
cMono,TFCP2,8.283985783702261e-114,2.66539119626674e-113,-0.0012663672608342908
cMono,TFCP2L1,3.638725378982704e-71,6.33209563499441e-71,-0.0003397036617650735
cMono,TFDP1,1.0235737746109482e-200,1.8476374067129828e-199,-0.000779883681452341
cMono,TFE3,5.016477980431987e-36,6.728651195415701e-36,-0.0002165986694533939
cMono,TFEB,8.083379623053816e-60,1.2697344098159754e-59,0.00033938883712272827
cMono,TFEC,8.714791257026415e-61,1.3811387929662398e-60,0.00022700582127682667
cMono,TGIF1,1.1322931335094614e-91,2.471090547515525e-91,-0.0031580695317525442
cMono,TGIF2,4.81291281901763e-79,8.992547635532941e-79,-0.002480784596646704
cMono,TGIF2LX,2.617981645475639e-72,4.578243764255428e-72,-0.0030996022299790565
cMono,TGIF2LY,4.324169260571585e-58,6.683948131362465e-58,-0.0011455068028855056
cMono,THAP1,0.15532004245058292,0.16059790797074835,0.00032547763615975445
cMono,THAP12,9.453442642807828e-22,1.1612360339781242e-21,-0.00011279534834305119
cMono,THRA,7.82777884200718e-165,7.249203884119693e-164,0.004603113684446283
cMono,THRB,0.0,0.0,0.0011159473077909515
cMono,TIGD1,6.590680894564087e-146,4.25398494103682e-145,0.0023910095074587134
cMono,TIGD2,4.629204418192335e-130,2.0205338956454247e-129,-0.0007750233025949523
cMono,TIGD6,3.487821182675875e-130,1.5286129874690565e-129,-0.0007859076703418885
cMono,TLX2,0.10088987676319015,0.10492941284452882,0.00017816186200362064
cMono,TLX3,2.073856101825183e-114,6.733709598914085e-114,0.0012327246655373242
cMono,TP53,1.5358150097732954e-143,9.346531345191768e-143,0.000951548121541887
cMono,TP63,3.180470892952776e-151,2.304218708159664e-150,0.005383307339224985
cMono,TP73,1.1280922049603298e-222,3.1616268375861874e-221,0.001182645382383829
cMono,TPRX1,7.332355488364633e-10,8.351827374447416e-10,-0.00023021875789482754
cMono,TRPS1,2.3746974245927987e-90,5.1195399943144345e-90,-0.0016032326092553402
cMono,TWIST1,4.990087532913789e-05,5.4008569334890093e-05,0.00013194941309052632
cMono,TWIST2,9.980346505587626e-83,1.9538729831711069e-82,-0.00035409779322933405
cMono,UBP1,1.7619622528613306e-69,3.026596450479544e-69,-0.0002330865577267055
cMono,UNCX,0.008967955048113053,0.009484480760914004,7.363614622572182e-05
cMono,USF1,3.092063812792293e-24,3.842529709012593e-24,0.00041454865070350566
cMono,USF2,1.0361587140809362e-12,1.208662684004597e-12,0.00019706124280904902
cMono,VAX1,0.03885301007503825,0.040606924170672944,0.00014352101526691422
cMono,VAX2,1.2426927459500148e-173,1.2604454994635866e-172,0.000294339521499978
cMono,VDR,1.048350156287027e-48,1.508774211413086e-48,-0.0006990975369320362
cMono,VENTX,1.5574014034078357e-10,1.7834758006767153e-10,-0.0001033042928796496
cMono,VEZF1,8.956877614334667e-99,2.1679715134696406e-98,-0.0021769656610526045
cMono,VSX1,0.8018643641351293,0.8064075050084162,0.00010037535385096132
cMono,VSX2,3.396331723429187e-83,6.685939529486292e-83,-0.0003762653976710408
cMono,WT1,9.945371412357144e-69,1.6919841140831246e-68,-0.00037094772469262183
cMono,XBP1,1.8833650471101177e-41,2.6185166777705945e-41,-0.0013009245407260006
cMono,XPA,1.8494867265984672e-85,3.758975885166732e-85,-0.0017856958166269643
cMono,YBX1,7.217431812852157e-14,8.484067197226874e-14,-5.1009480413448036e-05
cMono,YY1,7.0102094561577905e-81,1.3403721850642812e-80,-0.0012897604011653518
cMono,YY2,1.8761076195633088e-78,3.468844817421743e-78,-0.00136084575880846
cMono,ZBED1,3.980723483002749e-99,9.72355621421543e-99,-0.0011590585937862885
cMono,ZBTB1,4.607915923136992e-100,1.1386149554851268e-99,-0.0008391774367036628
cMono,ZBTB12,7.557536191382068e-55,1.1384407417004106e-54,-0.0006657120041199654
cMono,ZBTB14,5.134880470221379e-158,4.206652077527514e-157,-0.0026006038537735657
cMono,ZBTB18,5.051861990923054e-137,2.676732845936842e-136,-0.002570547105539424
cMono,ZBTB2,1.2157238731993925e-93,2.7373063952586747e-93,-0.0030233854254285222
cMono,ZBTB20,8.348674876796102e-55,1.2558388056197527e-54,-0.00029431382026517267
cMono,ZBTB22,0.0,0.0,0.0016463539456756555
cMono,ZBTB26,1.460838414124445e-145,9.260672089538892e-145,-0.002994449754189943
cMono,ZBTB3,9.355886083264036e-31,1.216607897274261e-30,-4.6880099320061736e-05
cMono,ZBTB32,1.81970329401022e-238,7.453784646618786e-237,0.0013359432128604697
cMono,ZBTB33,1.8376055196933756e-111,5.689098483934434e-111,-0.0013968686684352194
cMono,ZBTB37,0.10243436190514232,0.10632806572025007,9.203242423440339e-05
cMono,ZBTB42,4.930757238579031e-49,7.115523657299009e-49,-0.0004054720735772524
cMono,ZBTB43,8.594927445029265e-96,2.011779720649707e-95,-0.0008575205087879272
cMono,ZBTB44,1.6483780016962206e-16,1.9724972716926686e-16,0.00019631250343300072
cMono,ZBTB45,6.367225300843599e-104,1.712397713484453e-103,-0.0009284824589877172
cMono,ZBTB48,0.2676385803885586,0.2748650801483268,0.00025051029689189194
cMono,ZBTB49,0.002448177246429724,0.00260991868613379,6.035227512155017e-05
cMono,ZBTB6,2.612982832510146e-71,4.562011010857877e-71,-0.00024063887497209786
cMono,ZBTB7A,2.805658598672882e-51,4.0988016564974205e-51,-0.0004826283486981074
cMono,ZBTB7B,1.1552532522377521e-29,1.4913269256160074e-29,-9.835332410087702e-05
cMono,ZBTB7C,1.0323653851320354e-38,1.4150181919763417e-38,-0.0004819978472394154
cMono,ZEB1,7.693814980150545e-37,1.0385187520735527e-36,-0.0036206066931258885
cMono,ZEB2,3.4314177483905345e-48,4.911908470478386e-48,-0.003543298133035583
cMono,ZFHX2,7.619614412684156e-10,8.669753578534857e-10,-7.661424774326646e-05
cMono,ZFHX3,3.777854466120903e-63,6.114612471761035e-63,-7.317318642843101e-05
cMono,ZFP1,1.679761472948766e-57,2.5851820356798203e-57,0.0010714716233873114
cMono,ZFP14,1.843043232487899e-82,3.5949469644681543e-82,0.00041549609102338805
cMono,ZFP28,4.816350048563444e-304,4.663102547018244e-302,-0.0029533765293024254
cMono,ZFP3,2.126536374733945e-153,1.6062136447458523e-152,0.0004456093732114197
cMono,ZFP41,1.5362599588183362e-43,2.158465509421541e-43,-0.0006245016766016128
cMono,ZFP42,1.6837217845390907e-40,2.3227509074276316e-40,-0.000153621845432661
cMono,ZFP57,1.464127584919891e-117,5.112445501441586e-117,-0.0019922525966775805
cMono,ZFP64,8.707841019428591e-76,1.5691794730442384e-75,-0.00017599920948386562
cMono,ZFP69,4.749242641380178e-102,1.2246836351258812e-101,-0.0017817126881126341
cMono,ZFP69B,4.090858161631851e-61,6.512352678830973e-61,0.00020665396610399303
cMono,ZFP82,0.732319048127749,0.738560403651565,0.0003440718199042847
cMono,ZFP90,1.622736886898167e-99,3.982061715545041e-99,-0.0009897151278026803
cMono,ZFX,5.48694896246985e-110,1.655410947600677e-109,-0.0006054500307296831
cMono,ZHX1,2.655388210982298e-47,3.775685506937446e-47,-0.00010400193329570748
cMono,ZIC1,2.946987460381391e-66,4.911645767302318e-66,-0.0004337992607054042
cMono,ZIC2,7.709934088130449e-70,1.3308070994909122e-69,-0.00012519024007128475
cMono,ZIC3,1.6960532525741147e-86,3.480340489386189e-86,-0.0015525868516106309
cMono,ZIC4,2.5799829447027078e-96,6.0655228170163e-96,-0.0007367478347025131
cMono,ZIC5,3.3174803047492124e-108,9.679771300158661e-108,-0.0011010850707520049
cMono,ZIK1,2.3754348760069923e-15,2.826634796589326e-15,0.0001332613271577271
cMono,ZIM2,7.125397466550984e-12,8.275407090378188e-12,-0.00024273091244352007
cMono,ZIM3,2.969185034427078e-162,2.6351517180540317e-161,-0.0021148517585532697
cMono,ZKSCAN1,6.719491264516214e-07,7.415811602808051e-07,0.00015025915359315536
cMono,ZKSCAN2,1.5271671960776161e-136,7.972711097169908e-136,-0.0015555205364272719
cMono,ZKSCAN3,1.920112817967863e-40,2.6454335719738345e-40,0.00045059283159620475
cMono,ZKSCAN5,1.10527096357246e-80,2.105748794641628e-80,-0.0005415522362231702
cMono,ZKSCAN7,3.727089606943508e-43,5.215966401307274e-43,-0.0004640519988845324
cMono,ZNF10,1.7018842665594346e-33,2.2459810952736034e-33,-0.00031538027875356936
cMono,ZNF100,7.583180335168018e-115,2.484949863678135e-114,-0.00169809775419065
cMono,ZNF101,8.547270913672889e-208,1.7505468313580053e-206,0.000840304245300405
cMono,ZNF114,5.017042189052144e-133,2.343486811991462e-132,-0.002994210284039678
cMono,ZNF12,2.6576393516901235e-134,1.2983421603440282e-133,-0.0012391122092059378
cMono,ZNF121,1.0354517302890419e-61,1.6582798387335782e-61,0.0007769989779094211
cMono,ZNF124,1.7314315685881525e-15,2.069556252016142e-15,-0.0004878248688894287
cMono,ZNF132,3.0324770694269794e-29,3.9051851014990724e-29,0.0010690281616221042
cMono,ZNF133,9.363248027635706e-124,3.679652822668645e-123,-0.0008086914454339157
cMono,ZNF134,4.8292505891214017e-54,7.254092915958099e-54,-0.0015110548855822997
cMono,ZNF135,3.8023405586648814e-48,5.42827439005107e-48,6.578833283940946e-05
cMono,ZNF136,4.5305697116609634e-156,3.600788614118602e-155,-0.0011812127101708536
cMono,ZNF140,0.4594813599466887,0.46738075295436815,0.00011891349473068524
cMono,ZNF141,1.5243937661500538e-124,6.080447044755833e-124,-0.0022184337197741055
cMono,ZNF143,0.004019790608570737,0.004272531934259316,5.115880180725507e-05
cMono,ZNF146,1.870829133611811e-89,3.992851758109376e-89,0.0006538890727988342
cMono,ZNF154,6.34352351402173e-15,7.514852661215955e-15,0.0003501106154000476
cMono,ZNF157,2.0213661473891653e-223,5.979874852692948e-222,0.0006367345903276617
cMono,ZNF16,1.0170774757772577e-174,1.0831875117027795e-173,0.000702418694276119
cMono,ZNF169,4.791425466473276e-80,9.047638513819218e-80,0.000258638746265961
cMono,ZNF17,3.2865797268380903e-116,1.1147157353766134e-115,-0.0018194910668197029
cMono,ZNF174,7.210225915698175e-149,4.95412296788294e-148,0.0024935113891330907
cMono,ZNF175,2.7613473141705576e-102,7.155316033069693e-102,-0.0004978638774842462
cMono,ZNF177,1.4062024103275548e-122,5.387070384887935e-122,0.0013804130926018537
cMono,ZNF18,5.740362131748251e-56,8.746045308028451e-56,-0.000775289776815638
cMono,ZNF180,9.597303584721392e-66,1.592076061951446e-65,-0.00044902907741743714
cMono,ZNF181,2.1492027735938076e-78,3.9668994001341513e-78,-0.0006761140634171533
cMono,ZNF182,3.1026808906577726e-146,2.0148507003356876e-145,-0.00235525316215892
cMono,ZNF184,4.5058184330650336e-152,3.309445952561559e-151,-0.0017987064593475918
cMono,ZNF189,0.19238127997690402,0.1983408162394993,0.00015523179952649235
cMono,ZNF19,0.05121824815918494,0.05342549881442895,0.00011511774911939984
cMono,ZNF197,1.3441349420220708e-184,1.7672885348808709e-183,-0.0002978012630663156
cMono,ZNF2,2.1154935022634113e-135,1.0677727866874564e-134,-0.0021745336661087716
cMono,ZNF200,1.196207871011287e-10,1.3713254926017442e-10,-0.0008652110321775569
cMono,ZNF202,8.043481026462434e-36,1.0775229299600619e-35,-0.00028911673867645926
cMono,ZNF205,5.742760732358008e-252,3.218968515769094e-250,0.0013382201615212254
cMono,ZNF211,4.406302600472985e-108,1.2821618222687785e-107,-0.0011625117458823903
cMono,ZNF212,4.045101417907112e-93,9.031515744383803e-93,-0.005048052312007889
cMono,ZNF213,2.1625069253555702e-132,9.884420066539409e-132,-0.001623748902703566
cMono,ZNF214,8.628653079520802e-13,1.0076223168519358e-12,0.00020484895016309207
cMono,ZNF22,1.5681529728922799e-142,9.27823842294599e-142,-0.0027923636109883354
cMono,ZNF222,7.165704594211837e-69,1.2229928514159625e-68,-0.0005516236528926195
cMono,ZNF223,0.20665868497201467,0.2126487917827977,0.0006718940768422887
cMono,ZNF224,2.401216010137266e-142,1.4128701938100488e-141,0.000360448640379582
cMono,ZNF225,5.964090025712696e-222,1.6286553531753902e-220,-0.0031972677117553944
cMono,ZNF23,6.541643589786241e-17,7.854397320318317e-17,0.00011522901567802973
cMono,ZNF232,1.789990196204177e-52,2.655069023617616e-52,-0.001045053518109705
cMono,ZNF235,4.5225376838617254e-178,5.351669592569709e-177,-0.0033731194677148746
cMono,ZNF24,1.5209274147016539e-164,1.3963687040148805e-163,0.0008551993972693572
cMono,ZNF248,9.55092671392929e-208,1.919195651006546e-206,0.00048242845410726007
cMono,ZNF25,0.3374982103298797,0.34461706040395196,-0.00014050961410787093
cMono,ZNF250,5.207182730266425e-200,9.242749346222904e-199,0.0003813805757402755
cMono,ZNF254,4.665086484459121e-106,1.3040202377818801e-105,-0.0002729522660901082
cMono,ZNF257,1.2798485129710282e-56,1.9555791482268939e-56,-0.0003070143075160313
cMono,ZNF26,4.246891903449719e-189,6.0305865028986e-188,0.0023491134705026645
cMono,ZNF260,3.1805129494784305e-20,3.875567838895341e-20,0.00020859944363697813
cMono,ZNF263,4.632687175048212e-122,1.7495786671724633e-121,-0.00033773600176347646
cMono,ZNF264,2.783837462204418e-77,5.09413556228128e-77,-0.0005776955812210444
cMono,ZNF266,4.913874746155586e-140,2.7689294204527507e-139,0.0007977080953357426
cMono,ZNF267,8.711522922368215e-69,1.4844435059715438e-68,-0.0001123109620776927
cMono,ZNF273,3.863621382488204e-140,2.1887004108244347e-139,-0.000540302931010565
cMono,ZNF274,4.295900391674615e-33,5.6483134779425496e-33,-6.716309834374143e-05
cMono,ZNF276,1.3077483064220948e-58,2.0391682962511432e-58,-0.0011622954666642392
cMono,ZNF28,2.1843341150661816e-63,3.54081557465066e-63,-0.0010908959692596393
cMono,ZNF280A,1.7461948980534581e-38,2.3781298803413464e-38,-0.0010980363744721028
cMono,ZNF281,2.4077218752058846e-133,1.1396550209307854e-132,-0.0016130714265559544
cMono,ZNF282,5.655373406887126e-107,1.6061260475559439e-106,-0.0001048828169188977
cMono,ZNF283,1.857210958374388e-149,1.3012695201767917e-148,0.0014856330626584618
cMono,ZNF284,3.251855852679992e-58,5.0410865838488956e-58,-0.0007129460586268103
cMono,ZNF285,2.624999177850836e-71,4.575489565321015e-71,0.0008003792793029596
cMono,ZNF287,1.3129955687009624e-192,2.056382765686066e-191,-0.004871366179350023
cMono,ZNF296,3.515585196583686e-95,8.139343987742664e-95,0.0032026076403732368
cMono,ZNF3,9.818726106130553e-170,9.593525966081688e-169,0.00102818892352851
cMono,ZNF30,4.86989432329695e-90,1.0477651422851014e-89,-0.00036473470390000623
cMono,ZNF300,7.88585770041715e-44,1.1094370476808804e-43,-0.001635933371744204
cMono,ZNF302,3.2618224437608076e-208,6.811452750206392e-207,0.0007609833497447122
cMono,ZNF304,4.9054715718612125e-06,5.347315480073891e-06,0.00021832583200763478
cMono,ZNF311,3.2878936404926744e-151,2.3659504913004719e-150,-0.002733609816983485
cMono,ZNF317,4.417994519941344e-06,4.8208649218622245e-06,-0.0001418773438733121
cMono,ZNF32,9.591380865825332e-11,1.1031123781969738e-10,0.00019329910563191388
cMono,ZNF320,3.474764043105882e-15,4.130160386057773e-15,0.0005124926509605639
cMono,ZNF322,3.689599356141112e-29,4.734244956976246e-29,-0.0003408158302213235
cMono,ZNF324,1.7322951688687506e-205,3.416471027491147e-204,0.002051104387246684
cMono,ZNF324B,9.413115812282482e-108,2.7167935880977897e-107,0.000581813289856287
cMono,ZNF329,3.976995708217984e-13,4.65951642381975e-13,0.00033902801631485735
cMono,ZNF331,1.2920814300872882e-36,1.7396545171213175e-36,-0.0005372666697642595
cMono,ZNF333,5.691119792135644e-52,8.38318475605043e-52,0.00020552789378750478
cMono,ZNF334,2.7200740614766643e-126,1.1228212695630417e-125,-0.00033601711014540764
cMono,ZNF337,0.03290047358660093,0.03448720902532479,0.00036257106732405855
cMono,ZNF33A,2.1575791814408828e-60,3.3991447163232845e-60,-0.0006651531221819607
cMono,ZNF33B,1.9320875294515866e-11,2.236601324854282e-11,0.0003253742493769876
cMono,ZNF34,2.0531478540097326e-134,1.007650905308924e-133,0.000829570011263563
cMono,ZNF341,4.459570542424134e-153,3.3212885508263653e-152,-0.00044501015083593665
cMono,ZNF343,3.94856401267092e-29,5.054351771027079e-29,-0.0013877272744117208
cMono,ZNF345,3.552948952102282e-162,3.127182342139612e-161,0.006556598496194277
cMono,ZNF35,5.8189803413142905e-84,1.1518985248140742e-83,-0.0014155967337836986
cMono,ZNF350,1.0788442586532182e-102,2.823019988859158e-102,-0.0010575084828794478
cMono,ZNF354A,7.792613723854111e-93,1.728986169980131e-92,-0.0004852851856974162
cMono,ZNF354B,0.6148229610915747,0.6224205832343414,0.00044750428474520446
cMono,ZNF354C,7.084081561831008e-116,2.3799832376498496e-115,0.0006510938585444527
cMono,ZNF37A,0.00015758280588329184,0.00016986405694909495,-1.460179059833977e-05
cMono,ZNF382,3.21191497807454e-100,7.973635085429802e-100,-0.00038020465624524595
cMono,ZNF383,1.963379309242013e-19,2.3842633572893315e-19,-0.00021905817070279332
cMono,ZNF384,9.486411770070845e-149,6.435050022372897e-148,-0.0027634653378837554
cMono,ZNF385D,2.4226694779155313e-120,8.897044806827728e-120,-0.0012384093312118594
cMono,ZNF394,3.7609779529009925e-192,5.804987709912402e-191,-0.0005370939738231287
cMono,ZNF396,7.363330000245932e-53,1.0937163807896676e-52,-5.281966451621198e-05
cMono,ZNF398,1.920344214679543e-05,2.0869046822792994e-05,-1.938189435689644e-05
cMono,ZNF41,1.685208011494553e-139,9.34763818875885e-139,-0.00050385694749833
cMono,ZNF410,6.624478546957277e-14,7.795657074596131e-14,0.000596170185785512
cMono,ZNF415,1.1612498114880154e-08,1.3059461977135548e-08,-4.658317665184007e-05
cMono,ZNF416,1.0681413805981732e-157,8.68374481173324e-157,0.003171369009332084
cMono,ZNF417,3.721052943491131e-109,1.1069612806754343e-108,-0.0007248206427189763
cMono,ZNF418,1.0606215437577905e-125,4.327823540620869e-125,-0.0015325883604561039
cMono,ZNF419,2.9904246290541306e-164,2.6989849406293637e-163,0.0008901699005748782
cMono,ZNF425,3.0856963285999055e-106,8.670888100155408e-106,-0.0005868115360286828
cMono,ZNF429,8.285980270824553e-70,1.427923784535299e-69,0.0008801087438721072
cMono,ZNF430,4.1755309695158036e-09,4.720743612032198e-09,0.0001601741872187673
cMono,ZNF431,1.124775759064744e-10,1.2908256286680523e-10,7.62204585313649e-05
cMono,ZNF432,1.4085782408882838e-50,2.0493658832595932e-50,-0.0006769541758608749
cMono,ZNF433,1.8769673418625206e-216,4.875537119716059e-215,0.0010715589456873325
cMono,ZNF436,8.707101728924026e-136,4.458203529473119e-135,0.0009602262637827593
cMono,ZNF439,0.7745696080133184,0.780432008073968,0.000518739537997746
cMono,ZNF44,6.422881679098928e-74,1.1400614980400597e-73,-0.0017596379163391344
cMono,ZNF440,2.1133157490177062e-47,3.008932182759167e-47,-0.0007416145095034514
cMono,ZNF441,1.876336053264068e-120,6.914525594208416e-120,-0.001410253797918204
cMono,ZNF442,6.348671680535325e-30,8.20550405311908e-30,-0.0011104341650564065
cMono,ZNF443,9.24352151250806e-78,1.6973017949691523e-77,-0.00022602887426962075
cMono,ZNF444,1.1920605573092888e-102,3.1116286606235114e-102,-0.0013338011396281657
cMono,ZNF445,2.310911066887814e-87,4.806875559053754e-87,0.0008146398734408256
cMono,ZNF449,6.462961684735241e-55,9.763197438642598e-55,-0.00016336327307756374
cMono,ZNF45,2.155433945407388e-48,3.089552021344371e-48,0.0005453770774206529
cMono,ZNF454,7.2978778421029175e-137,3.828689606817541e-136,-0.0006057993175740024
cMono,ZNF460,1.027693771975757e-121,3.8538516449090886e-121,-0.0019969608002847403
cMono,ZNF467,2.3818109705571536e-82,4.6373467708288276e-82,-0.0004187210032128644
cMono,ZNF468,1.5149390599899274e-116,5.154664852681383e-116,-0.0015211222108603207
cMono,ZNF479,1.5706213447393285e-308,1.8585685912748723e-306,0.0007249656210377396
cMono,ZNF480,4.057979251366019e-155,3.1317013787716015e-154,0.000976897751637235
cMono,ZNF483,2.471663917126252e-105,6.837200186336255e-105,-0.0011987898014091808
cMono,ZNF484,2.7297598128721255e-07,3.018893250995653e-07,0.000370710404490774
cMono,ZNF485,4.4709289905269046e-13,5.232460851550718e-13,0.0012353428321021515
cMono,ZNF486,2.4348678278138334e-112,7.6947603460585535e-112,-0.0005452654202101545
cMono,ZNF487,6.782155039969287e-149,4.69025656984889e-148,-0.003791956498257157
cMono,ZNF490,6.984647591412791e-108,2.0268800231211505e-107,-0.0015736755433239935
cMono,ZNF492,0.0,0.0,-0.0017298337033486042
cMono,ZNF496,9.790907340591484e-156,7.723938013133281e-155,0.01154806797840785
cMono,ZNF501,1.8711928975998536e-134,9.226020536777056e-134,-0.0029214745203531983
cMono,ZNF502,2.0498212085536742e-240,8.732238348438652e-239,0.0003844399464350348
cMono,ZNF506,7.702534005212267e-57,1.1786205051079114e-56,-0.0009095675824590671
cMono,ZNF513,1.0143697196547282e-64,1.669712135134908e-64,0.0009815828058360176
cMono,ZNF519,2.2717957769869268e-126,9.414250982455552e-126,-0.0018976427526361944
cMono,ZNF524,2.8631048193968285e-52,4.240899350010602e-52,-4.281794321364142e-05
cMono,ZNF525,2.5459800430968777e-143,1.5406072419875993e-142,0.0011863206894162969
cMono,ZNF527,1.370908203160518e-141,7.978236264294818e-141,-0.0018622648316665314
cMono,ZNF528,2.14724562466947e-15,2.5608248491298832e-15,0.001232076027943188
cMono,ZNF529,4.599911061568208e-133,2.1581080531145996e-132,-0.0015680625730855506
cMono,ZNF530,1.5810496703924677e-150,1.122545265978652e-149,0.0010388300388675387
cMono,ZNF534,9.421724321448847e-96,2.2004685092857504e-95,-0.0008267167153072665
cMono,ZNF540,8.314492146769082e-170,8.199013089175067e-169,0.0003611619845877573
cMono,ZNF543,7.318805542594043e-111,2.24626164347627e-110,-0.0009910778105179374
cMono,ZNF547,3.1339536960300334e-06,3.423241729509729e-06,-2.7555581291389443e-05
cMono,ZNF548,1.5592103165273442e-65,2.582517864854777e-65,-0.0007505780610914271
cMono,ZNF549,8.24607167793559e-67,1.3851839648267198e-66,0.001298061189403496
cMono,ZNF550,0.00010749075619561932,0.0001159854664116865,0.00019434687138962514
cMono,ZNF552,2.0124020937425265e-25,2.518458554448638e-25,0.0004180681096286835
cMono,ZNF554,1.3456089723596746e-270,8.42984444448855e-269,0.001220379893538237
cMono,ZNF555,6.9711646702966e-56,1.0606129105522683e-55,-0.002805949939122185
cMono,ZNF557,1.3151675632266512e-100,3.287918908066628e-100,0.0012130200114888945
cMono,ZNF558,1.708390214400149e-43,2.3939941820212614e-43,-0.0008748140795011017
cMono,ZNF561,4.441315624531897e-168,4.300001036478609e-167,-0.0015779014485959447
cMono,ZNF562,1.1249298424071043e-103,3.0101765883506684e-103,0.000296473046270878
cMono,ZNF563,2.805038533987369e-215,6.789468269764881e-214,0.0006788824811625668
cMono,ZNF564,9.405118242620331e-81,1.7950628903925903e-80,0.001608199882720436
cMono,ZNF565,0.2899334084054769,0.2966177521151132,-0.0003601841272731321
cMono,ZNF566,2.4025056323596595e-137,1.2793342492315188e-136,-0.0016508610298368587
cMono,ZNF567,4.910204388691728e-148,3.3097263759219563e-147,-0.002797216908616139
cMono,ZNF570,5.760531565962036e-82,1.115448385045376e-81,-0.001655462101259761
cMono,ZNF571,9.189662762694781e-124,3.6248114230629416e-123,-0.0021849282459868932
cMono,ZNF573,2.57963257030074e-05,2.8005185396231276e-05,0.0001624753910149765
cMono,ZNF574,1.4637391204809254e-85,2.980654231954466e-85,-0.00027316629298054784
cMono,ZNF580,2.74453855734837e-30,3.551559615523711e-30,-0.00047219594766732906
cMono,ZNF582,3.00507892178198e-62,4.834454760872823e-62,-0.0004096776554011021
cMono,ZNF584,3.0900264574852535e-147,2.069734702655217e-146,0.002061125103054645
cMono,ZNF585A,1.089762876830384e-177,1.2753818283784162e-176,-0.0015033431205233316
cMono,ZNF586,2.989133516753088e-14,3.525390028064273e-14,0.0007573788194145774
cMono,ZNF587,1.1963256538156966e-86,2.4643845673379437e-86,-0.0005879185259955524
cMono,ZNF594,9.823161743664316e-104,2.6351806692701506e-103,-0.0020662666289415904
cMono,ZNF595,2.622993020279667e-37,3.549539474711366e-37,-0.0005774287340738829
cMono,ZNF596,6.379943254252876e-11,7.361472985676395e-11,-1.3210786895555271e-05
cMono,ZNF597,6.055294905971279e-35,8.061111343574265e-35,-0.0006055117552421774
cMono,ZNF605,1.3063895446894087e-98,3.154886315406395e-98,-0.0005250667204943684
cMono,ZNF610,1.017143670749464e-145,6.52565065872397e-145,-0.0008618727269372461
cMono,ZNF611,3.3757508498040076e-147,2.2469841594007925e-146,-0.0009143058319446423
cMono,ZNF613,7.106772627208049e-162,6.1038006838520736e-161,-0.002381333594521265
cMono,ZNF614,1.1844976680127057e-16,1.420596865353076e-16,-0.0005680006681499754
cMono,ZNF615,4.50478666425904e-62,7.225297887704635e-62,-0.0005071765221690699
cMono,ZNF616,1.7873284204635174e-15,2.133973954925612e-15,-0.0005522285946242336
cMono,ZNF619,6.107932259884111e-78,1.1234797680097716e-77,0.0005560490058658246
cMono,ZNF620,6.261092320438078e-53,9.312937599534293e-53,-0.0006229859740470994
cMono,ZNF621,3.456270935024119e-60,5.437117497489937e-60,0.0009855208585642112
cMono,ZNF626,2.4322532160463905e-100,6.052218867031323e-100,-0.0010758202643647088
cMono,ZNF627,6.834654211084652e-13,7.99001836970928e-13,0.00023210388622144605
cMono,ZNF641,3.364373618518961e-103,8.98009499679873e-103,-0.0020549720339989863
cMono,ZNF649,2.411437261712297e-95,5.595164888286702e-95,-0.00022470634073169793
cMono,ZNF652,1.4372189882954667e-73,2.5425884095260334e-73,-0.00042540140785849237
cMono,ZNF653,1.921148917382694e-92,4.236073699818983e-92,-0.0012448931205980389
cMono,ZNF655,4.422854052467708e-86,9.04095885965088e-86,-0.000563175286654333
cMono,ZNF660,4.954171698620001e-181,6.13510797561663e-180,0.0022057143131075582
cMono,ZNF662,2.8212608905046234e-74,5.041347061052725e-74,0.0004800560693640245
cMono,ZNF667,1.35586472711232e-63,2.2045739456101082e-63,-0.0014415620888038674
cMono,ZNF669,1.8664783590905093e-06,2.0429593550168473e-06,0.00027509626307786056
cMono,ZNF671,3.1477492810613616e-64,5.141645681488267e-64,0.00036924148261392037
cMono,ZNF674,9.040932902715674e-85,1.8167157625268288e-84,-0.0007145932728306499
cMono,ZNF675,8.583941096904968e-39,1.1780795448716224e-38,0.00019043335810183665
cMono,ZNF677,2.2695971642720314e-141,1.306551881053899e-140,-0.0014023750026171938
